Item Purchased,Category,Color,Location,Size,Gender,Shipping Type,Payment Method,Discount Applied,Subscription Status,Season,Frequency of Purchases,Previous Purchases,Purchase Amount (USD),Age,Category_Item_Color,Category_Item_Size,Category_Item_Location,Prob Alta (%),Classe Prevista,Risco de Review
Dress,Clothing,White,California,XL,Male,Standard,Debit Card,1,1,Spring,Monthly,2,262.96,40,Clothing_Dress_White,Clothing_Dress_XL,Clothing_Dress_California,79.8,Alta,Alta probabilidade
Jacket,Footwear,Yellow,Texas,M,Female,Standard,Credit Card,0,1,Spring,Weekly,0,85.34,60,Footwear_Jacket_Yellow,Footwear_Jacket_M,Footwear_Jacket_Texas,80.6,Alta,Alta probabilidade
Dress,Clothing,Black,California,M,Female,Express,Debit Card,1,1,Fall,Occasionally,4,461.65,29,Clothing_Dress_Black,Clothing_Dress_M,Clothing_Dress_California,94.88,Alta,Alta probabilidade
Dress,Accessories,Blue,California,L,Female,Standard,Credit Card,1,0,Winter,Weekly,5,381.16,30,Accessories_Dress_Blue,Accessories_Dress_L,Accessories_Dress_California,82.51,Alta,Alta probabilidade
T-shirt,Accessories,Black,California,XL,Female,Express,Debit Card,0,1,Summer,Monthly,1,368.54,53,Accessories_T-shirt_Black,Accessories_T-shirt_XL,Accessories_T-shirt_California,90.97,Alta,Alta probabilidade
Dress,Clothing,Black,New York,S,Male,Standard,Debit Card,0,0,Spring,Monthly,2,357.5,56,Clothing_Dress_Black,Clothing_Dress_S,Clothing_Dress_New York,93.63,Alta,Alta probabilidade
Jacket,Clothing,Red,Nevada,M,Male,Express,PayPal,0,1,Winter,Weekly,5,108.17,51,Clothing_Jacket_Red,Clothing_Jacket_M,Clothing_Jacket_Nevada,44.53,Não-Alta,Baixa
Dress,Clothing,White,Florida,XL,Female,Standard,PayPal,1,1,Winter,Monthly,3,113.39,23,Clothing_Dress_White,Clothing_Dress_XL,Clothing_Dress_Florida,57.71,Alta,Moderada
T-shirt,Outerwear,Blue,Florida,M,Female,Standard,Credit Card,1,0,Fall,Occasionally,8,347.26,55,Outerwear_T-shirt_Blue,Outerwear_T-shirt_M,Outerwear_T-shirt_Florida,75.65,Alta,Alta probabilidade
T-shirt,Footwear,Green,New York,XL,Male,Express,Debit Card,1,0,Summer,Occasionally,4,117.66,67,Footwear_T-shirt_Green,Footwear_T-shirt_XL,Footwear_T-shirt_New York,57.73,Alta,Moderada
Jacket,Clothing,Green,California,XL,Female,Standard,Credit Card,1,1,Fall,Weekly,3,224.95,69,Clothing_Jacket_Green,Clothing_Jacket_XL,Clothing_Jacket_California,70.53,Alta,Alta probabilidade
Jeans,Clothing,Black,New York,L,Female,Express,PayPal,1,1,Summer,Monthly,1,393.18,57,Clothing_Jeans_Black,Clothing_Jeans_L,Clothing_Jeans_New York,87.76,Alta,Alta probabilidade
Jeans,Clothing,Red,New York,M,Male,Standard,Credit Card,1,0,Summer,Occasionally,5,394.14,25,Clothing_Jeans_Red,Clothing_Jeans_M,Clothing_Jeans_New York,68.62,Alta,Moderada
Dress,Accessories,Red,Texas,S,Female,Standard,Credit Card,0,0,Spring,Occasionally,9,232.1,25,Accessories_Dress_Red,Accessories_Dress_S,Accessories_Dress_Texas,83.1,Alta,Alta probabilidade
Shoes,Accessories,Green,Nevada,L,Male,Express,PayPal,0,0,Winter,Occasionally,1,398.17,57,Accessories_Shoes_Green,Accessories_Shoes_L,Accessories_Shoes_Nevada,69.83,Alta,Moderada
Dress,Outerwear,Blue,Florida,L,Male,Express,Debit Card,1,0,Winter,Weekly,6,420.92,50,Outerwear_Dress_Blue,Outerwear_Dress_L,Outerwear_Dress_Florida,78.27,Alta,Alta probabilidade
Jacket,Footwear,White,California,S,Female,Standard,Credit Card,1,0,Winter,Weekly,2,330.84,51,Footwear_Jacket_White,Footwear_Jacket_S,Footwear_Jacket_California,83.81,Alta,Alta probabilidade
Jacket,Outerwear,Blue,Florida,L,Male,Standard,PayPal,1,1,Summer,Occasionally,8,121.93,61,Outerwear_Jacket_Blue,Outerwear_Jacket_L,Outerwear_Jacket_Florida,73.59,Alta,Alta probabilidade
Jacket,Footwear,Yellow,Florida,XL,Female,Standard,Debit Card,1,1,Winter,Occasionally,4,144.27,32,Footwear_Jacket_Yellow,Footwear_Jacket_XL,Footwear_Jacket_Florida,79.88,Alta,Alta probabilidade
Jacket,Accessories,Yellow,Nevada,XL,Male,Standard,PayPal,1,1,Spring,Monthly,7,164.27,53,Accessories_Jacket_Yellow,Accessories_Jacket_XL,Accessories_Jacket_Nevada,80.27,Alta,Alta probabilidade
Jacket,Accessories,White,Florida,M,Female,Standard,Credit Card,0,1,Summer,Monthly,5,67.23,52,Accessories_Jacket_White,Accessories_Jacket_M,Accessories_Jacket_Florida,55.73,Alta,Moderada
T-shirt,Accessories,Green,Florida,M,Female,Standard,Debit Card,0,0,Summer,Monthly,9,143.85,63,Accessories_T-shirt_Green,Accessories_T-shirt_M,Accessories_T-shirt_Florida,53.36,Alta,Moderada
Jeans,Outerwear,White,New York,S,Female,Express,Debit Card,1,0,Summer,Weekly,7,112.66,39,Outerwear_Jeans_White,Outerwear_Jeans_S,Outerwear_Jeans_New York,46.44,Não-Alta,Baixa
Jacket,Clothing,Red,Nevada,M,Male,Express,PayPal,0,0,Summer,Occasionally,2,233.11,40,Clothing_Jacket_Red,Clothing_Jacket_M,Clothing_Jacket_Nevada,53.74,Alta,Moderada
Shoes,Clothing,Yellow,Texas,XL,Male,Express,PayPal,1,1,Spring,Weekly,2,455.13,57,Clothing_Shoes_Yellow,Clothing_Shoes_XL,Clothing_Shoes_Texas,93.8,Alta,Alta probabilidade
Shoes,Accessories,Black,California,S,Female,Standard,PayPal,1,0,Winter,Occasionally,4,61.2,62,Accessories_Shoes_Black,Accessories_Shoes_S,Accessories_Shoes_California,53.71,Alta,Moderada
Shoes,Clothing,Black,Florida,S,Male,Standard,Debit Card,1,0,Spring,Monthly,9,362.93,68,Clothing_Shoes_Black,Clothing_Shoes_S,Clothing_Shoes_Florida,80.98,Alta,Alta probabilidade
Shoes,Clothing,Green,California,M,Female,Standard,Debit Card,0,1,Winter,Monthly,2,346.77,39,Clothing_Shoes_Green,Clothing_Shoes_M,Clothing_Shoes_California,72.34,Alta,Alta probabilidade
T-shirt,Outerwear,Red,Texas,XL,Female,Express,Credit Card,0,1,Spring,Monthly,7,56.92,22,Outerwear_T-shirt_Red,Outerwear_T-shirt_XL,Outerwear_T-shirt_Texas,79.27,Alta,Alta probabilidade
Shoes,Footwear,Blue,California,S,Male,Express,Debit Card,1,1,Fall,Monthly,9,462.06,48,Footwear_Shoes_Blue,Footwear_Shoes_S,Footwear_Shoes_California,60.35,Alta,Moderada
Jacket,Accessories,Red,Texas,XL,Female,Standard,Credit Card,0,0,Fall,Occasionally,7,288.55,30,Accessories_Jacket_Red,Accessories_Jacket_XL,Accessories_Jacket_Texas,87.68,Alta,Alta probabilidade
Dress,Accessories,Black,New York,XL,Male,Standard,PayPal,0,0,Fall,Monthly,1,188.23,45,Accessories_Dress_Black,Accessories_Dress_XL,Accessories_Dress_New York,78.89,Alta,Alta probabilidade
Shoes,Outerwear,Black,Florida,XL,Female,Express,PayPal,1,1,Fall,Occasionally,3,380.7,37,Outerwear_Shoes_Black,Outerwear_Shoes_XL,Outerwear_Shoes_Florida,84.63,Alta,Alta probabilidade
T-shirt,Outerwear,Yellow,Texas,M,Male,Express,Debit Card,0,1,Summer,Occasionally,9,136.11,50,Outerwear_T-shirt_Yellow,Outerwear_T-shirt_M,Outerwear_T-shirt_Texas,79.1,Alta,Alta probabilidade
T-shirt,Clothing,Red,California,L,Female,Express,PayPal,0,0,Summer,Weekly,0,349.82,33,Clothing_T-shirt_Red,Clothing_T-shirt_L,Clothing_T-shirt_California,78.82,Alta,Alta probabilidade
Shoes,Accessories,Red,Florida,L,Female,Standard,PayPal,1,1,Spring,Monthly,3,29.46,46,Accessories_Shoes_Red,Accessories_Shoes_L,Accessories_Shoes_Florida,44.01,Não-Alta,Baixa
Dress,Footwear,Black,New York,S,Male,Standard,Debit Card,1,0,Spring,Monthly,3,421.31,40,Footwear_Dress_Black,Footwear_Dress_S,Footwear_Dress_New York,90.58,Alta,Alta probabilidade
Shoes,Outerwear,Blue,Florida,XL,Female,Standard,Credit Card,0,1,Fall,Weekly,9,229.6,41,Outerwear_Shoes_Blue,Outerwear_Shoes_XL,Outerwear_Shoes_Florida,75.74,Alta,Alta probabilidade
T-shirt,Footwear,Green,Texas,M,Female,Express,Debit Card,1,1,Winter,Occasionally,8,321.98,51,Footwear_T-shirt_Green,Footwear_T-shirt_M,Footwear_T-shirt_Texas,79.34,Alta,Alta probabilidade
Jeans,Footwear,Green,New York,XL,Male,Express,Credit Card,0,1,Fall,Monthly,2,118.41,24,Footwear_Jeans_Green,Footwear_Jeans_XL,Footwear_Jeans_New York,60.95,Alta,Moderada
Jacket,Accessories,Red,California,XL,Female,Standard,Debit Card,1,0,Spring,Occasionally,1,341.77,55,Accessories_Jacket_Red,Accessories_Jacket_XL,Accessories_Jacket_California,84.11,Alta,Alta probabilidade
T-shirt,Accessories,Green,New York,M,Male,Standard,Debit Card,1,0,Fall,Weekly,8,388.4,54,Accessories_T-shirt_Green,Accessories_T-shirt_M,Accessories_T-shirt_New York,77.42,Alta,Alta probabilidade
Shoes,Outerwear,Black,New York,L,Female,Express,PayPal,1,1,Spring,Occasionally,8,241.87,21,Outerwear_Shoes_Black,Outerwear_Shoes_L,Outerwear_Shoes_New York,73.74,Alta,Alta probabilidade
Jacket,Accessories,Black,Nevada,XL,Male,Standard,Debit Card,1,0,Fall,Monthly,0,312.69,51,Accessories_Jacket_Black,Accessories_Jacket_XL,Accessories_Jacket_Nevada,84.04,Alta,Alta probabilidade
Shoes,Accessories,Red,New York,XL,Female,Express,Debit Card,0,1,Winter,Occasionally,5,233.6,59,Accessories_Shoes_Red,Accessories_Shoes_XL,Accessories_Shoes_New York,69.6,Alta,Moderada
Shoes,Accessories,Red,New York,L,Female,Express,Credit Card,1,1,Fall,Occasionally,9,448.1,39,Accessories_Shoes_Red,Accessories_Shoes_L,Accessories_Shoes_New York,80.42,Alta,Alta probabilidade
Jeans,Footwear,Yellow,Florida,M,Female,Standard,PayPal,1,0,Winter,Monthly,7,253.96,22,Footwear_Jeans_Yellow,Footwear_Jeans_M,Footwear_Jeans_Florida,72.04,Alta,Alta probabilidade
Jacket,Outerwear,Red,California,S,Male,Express,Credit Card,1,0,Winter,Monthly,2,422.49,67,Outerwear_Jacket_Red,Outerwear_Jacket_S,Outerwear_Jacket_California,77.65,Alta,Alta probabilidade
Jacket,Clothing,Blue,Florida,L,Male,Standard,Credit Card,0,0,Spring,Occasionally,8,402.66,59,Clothing_Jacket_Blue,Clothing_Jacket_L,Clothing_Jacket_Florida,82.65,Alta,Alta probabilidade
Jeans,Footwear,Green,Florida,S,Male,Express,PayPal,0,0,Winter,Occasionally,1,211.15,40,Footwear_Jeans_Green,Footwear_Jeans_S,Footwear_Jeans_Florida,54.74,Alta,Moderada
T-shirt,Accessories,Red,Texas,S,Male,Express,PayPal,1,1,Summer,Weekly,5,122.74,32,Accessories_T-shirt_Red,Accessories_T-shirt_S,Accessories_T-shirt_Texas,70.34,Alta,Alta probabilidade
Shoes,Footwear,White,Florida,L,Female,Standard,PayPal,1,0,Summer,Monthly,0,208.98,48,Footwear_Shoes_White,Footwear_Shoes_L,Footwear_Shoes_Florida,79.31,Alta,Alta probabilidade
Dress,Accessories,Yellow,Nevada,XL,Female,Express,Debit Card,1,0,Summer,Occasionally,6,414.85,26,Accessories_Dress_Yellow,Accessories_Dress_XL,Accessories_Dress_Nevada,88.04,Alta,Alta probabilidade
Shoes,Accessories,White,Nevada,S,Male,Standard,PayPal,1,1,Spring,Monthly,2,121.54,60,Accessories_Shoes_White,Accessories_Shoes_S,Accessories_Shoes_Nevada,58.39,Alta,Moderada
Shoes,Footwear,Black,Texas,S,Male,Standard,PayPal,1,1,Summer,Weekly,6,266.97,42,Footwear_Shoes_Black,Footwear_Shoes_S,Footwear_Shoes_Texas,50.13,Alta,Moderada
T-shirt,Outerwear,Green,California,M,Male,Express,PayPal,1,1,Spring,Occasionally,3,404.99,42,Outerwear_T-shirt_Green,Outerwear_T-shirt_M,Outerwear_T-shirt_California,81.98,Alta,Alta probabilidade
Shoes,Accessories,Red,California,XL,Female,Standard,Credit Card,0,1,Spring,Occasionally,8,183.2,66,Accessories_Shoes_Red,Accessories_Shoes_XL,Accessories_Shoes_California,75.14,Alta,Alta probabilidade
Jeans,Outerwear,White,Florida,S,Male,Standard,Credit Card,1,0,Summer,Occasionally,4,324.68,38,Outerwear_Jeans_White,Outerwear_Jeans_S,Outerwear_Jeans_Florida,75.07,Alta,Alta probabilidade
Jeans,Clothing,Green,Florida,M,Male,Standard,Debit Card,1,0,Winter,Monthly,2,130.36,26,Clothing_Jeans_Green,Clothing_Jeans_M,Clothing_Jeans_Florida,13.45,Não-Alta,Baixa
Jacket,Accessories,Black,Florida,XL,Female,Standard,Credit Card,1,1,Fall,Weekly,7,63.55,65,Accessories_Jacket_Black,Accessories_Jacket_XL,Accessories_Jacket_Florida,67.64,Alta,Moderada
Dress,Outerwear,Blue,California,L,Female,Standard,Debit Card,1,1,Spring,Monthly,5,399.25,55,Outerwear_Dress_Blue,Outerwear_Dress_L,Outerwear_Dress_California,84.24,Alta,Alta probabilidade
Shoes,Outerwear,Yellow,New York,L,Male,Standard,Credit Card,1,0,Summer,Occasionally,1,58.49,39,Outerwear_Shoes_Yellow,Outerwear_Shoes_L,Outerwear_Shoes_New York,60.24,Alta,Moderada
Shoes,Clothing,Green,Nevada,M,Female,Express,PayPal,1,0,Spring,Weekly,2,142.98,60,Clothing_Shoes_Green,Clothing_Shoes_M,Clothing_Shoes_Nevada,33.94,Não-Alta,Baixa
T-shirt,Outerwear,Green,New York,L,Male,Standard,Credit Card,0,0,Winter,Occasionally,7,429.0,40,Outerwear_T-shirt_Green,Outerwear_T-shirt_L,Outerwear_T-shirt_New York,87.28,Alta,Alta probabilidade
Jeans,Outerwear,Blue,New York,S,Female,Express,Debit Card,0,0,Winter,Occasionally,9,179.77,66,Outerwear_Jeans_Blue,Outerwear_Jeans_S,Outerwear_Jeans_New York,49.93,Não-Alta,Baixa
Dress,Clothing,Green,California,XL,Male,Express,Credit Card,0,0,Summer,Monthly,6,486.79,21,Clothing_Dress_Green,Clothing_Dress_XL,Clothing_Dress_California,90.03,Alta,Alta probabilidade
Jacket,Accessories,Black,New York,S,Male,Standard,PayPal,0,1,Spring,Occasionally,9,490.07,46,Accessories_Jacket_Black,Accessories_Jacket_S,Accessories_Jacket_New York,93.62,Alta,Alta probabilidade
Jeans,Outerwear,Black,Texas,S,Male,Express,Debit Card,0,1,Fall,Weekly,5,141.46,32,Outerwear_Jeans_Black,Outerwear_Jeans_S,Outerwear_Jeans_Texas,74.18,Alta,Alta probabilidade
Jacket,Outerwear,Blue,Florida,L,Male,Express,PayPal,0,1,Fall,Occasionally,0,30.08,18,Outerwear_Jacket_Blue,Outerwear_Jacket_L,Outerwear_Jacket_Florida,68.59,Alta,Moderada
T-shirt,Outerwear,Yellow,Texas,S,Female,Standard,PayPal,1,1,Spring,Occasionally,8,355.48,47,Outerwear_T-shirt_Yellow,Outerwear_T-shirt_S,Outerwear_T-shirt_Texas,93.43,Alta,Alta probabilidade
T-shirt,Footwear,Red,Nevada,L,Female,Standard,Debit Card,1,0,Spring,Monthly,2,230.98,46,Footwear_T-shirt_Red,Footwear_T-shirt_L,Footwear_T-shirt_Nevada,71.67,Alta,Alta probabilidade
Shoes,Clothing,White,Florida,XL,Female,Standard,PayPal,1,1,Spring,Weekly,4,59.37,37,Clothing_Shoes_White,Clothing_Shoes_XL,Clothing_Shoes_Florida,57.26,Alta,Moderada
Dress,Footwear,Red,New York,XL,Female,Express,PayPal,1,0,Summer,Monthly,6,356.69,50,Footwear_Dress_Red,Footwear_Dress_XL,Footwear_Dress_New York,78.45,Alta,Alta probabilidade
Jacket,Clothing,Green,Nevada,S,Male,Express,Credit Card,1,0,Winter,Occasionally,6,25.28,58,Clothing_Jacket_Green,Clothing_Jacket_S,Clothing_Jacket_Nevada,33.08,Não-Alta,Baixa
Jeans,Accessories,White,Florida,M,Male,Standard,PayPal,1,0,Fall,Monthly,2,436.4,61,Accessories_Jeans_White,Accessories_Jeans_M,Accessories_Jeans_Florida,75.61,Alta,Alta probabilidade
T-shirt,Accessories,Blue,New York,L,Female,Standard,PayPal,0,0,Summer,Monthly,3,77.94,53,Accessories_T-shirt_Blue,Accessories_T-shirt_L,Accessories_T-shirt_New York,53.84,Alta,Moderada
Shoes,Outerwear,Blue,Texas,L,Female,Express,PayPal,1,0,Spring,Monthly,9,72.38,39,Outerwear_Shoes_Blue,Outerwear_Shoes_L,Outerwear_Shoes_Texas,53.51,Alta,Moderada
Shoes,Clothing,Yellow,Florida,S,Female,Express,PayPal,0,0,Spring,Monthly,6,96.08,30,Clothing_Shoes_Yellow,Clothing_Shoes_S,Clothing_Shoes_Florida,60.46,Alta,Moderada
Jacket,Accessories,White,New York,L,Female,Express,Debit Card,0,0,Winter,Occasionally,7,480.53,24,Accessories_Jacket_White,Accessories_Jacket_L,Accessories_Jacket_New York,87.59,Alta,Alta probabilidade
T-shirt,Clothing,Black,Texas,L,Female,Express,Credit Card,1,1,Spring,Occasionally,1,349.65,25,Clothing_T-shirt_Black,Clothing_T-shirt_L,Clothing_T-shirt_Texas,93.4,Alta,Alta probabilidade
Dress,Accessories,White,Nevada,M,Male,Standard,PayPal,1,0,Summer,Weekly,8,402.67,45,Accessories_Dress_White,Accessories_Dress_M,Accessories_Dress_Nevada,77.57,Alta,Alta probabilidade
T-shirt,Footwear,Green,Nevada,M,Male,Express,PayPal,1,1,Summer,Monthly,6,204.84,62,Footwear_T-shirt_Green,Footwear_T-shirt_M,Footwear_T-shirt_Nevada,55.29,Alta,Moderada
Jacket,Accessories,Black,Nevada,S,Male,Express,Debit Card,1,1,Winter,Monthly,7,174.79,60,Accessories_Jacket_Black,Accessories_Jacket_S,Accessories_Jacket_Nevada,67.22,Alta,Moderada
Jacket,Footwear,Blue,Nevada,M,Female,Express,PayPal,1,0,Summer,Weekly,5,124.9,26,Footwear_Jacket_Blue,Footwear_Jacket_M,Footwear_Jacket_Nevada,44.17,Não-Alta,Baixa
T-shirt,Accessories,White,California,S,Female,Express,Debit Card,1,0,Fall,Monthly,5,245.52,42,Accessories_T-shirt_White,Accessories_T-shirt_S,Accessories_T-shirt_California,73.6,Alta,Alta probabilidade
Jacket,Outerwear,Red,Florida,XL,Female,Standard,Credit Card,1,1,Summer,Weekly,8,280.4,33,Outerwear_Jacket_Red,Outerwear_Jacket_XL,Outerwear_Jacket_Florida,85.22,Alta,Alta probabilidade
T-shirt,Footwear,Yellow,Florida,S,Female,Standard,Credit Card,0,1,Summer,Occasionally,3,319.57,27,Footwear_T-shirt_Yellow,Footwear_T-shirt_S,Footwear_T-shirt_Florida,90.73,Alta,Alta probabilidade
Jeans,Accessories,Red,California,XL,Male,Express,PayPal,1,1,Summer,Weekly,4,135.99,28,Accessories_Jeans_Red,Accessories_Jeans_XL,Accessories_Jeans_California,58.84,Alta,Moderada
T-shirt,Outerwear,Yellow,New York,S,Male,Express,PayPal,1,1,Fall,Monthly,8,474.84,48,Outerwear_T-shirt_Yellow,Outerwear_T-shirt_S,Outerwear_T-shirt_New York,92.24,Alta,Alta probabilidade
T-shirt,Footwear,Green,New York,L,Female,Standard,PayPal,0,0,Spring,Weekly,0,93.18,29,Footwear_T-shirt_Green,Footwear_T-shirt_L,Footwear_T-shirt_New York,61.91,Alta,Moderada
Jacket,Outerwear,Red,Nevada,M,Male,Standard,Debit Card,1,0,Summer,Occasionally,3,483.17,48,Outerwear_Jacket_Red,Outerwear_Jacket_M,Outerwear_Jacket_Nevada,79.2,Alta,Alta probabilidade
Jacket,Clothing,White,Texas,XL,Male,Express,PayPal,1,0,Winter,Monthly,6,17.28,31,Clothing_Jacket_White,Clothing_Jacket_XL,Clothing_Jacket_Texas,60.9,Alta,Moderada
Shoes,Clothing,White,New York,S,Female,Express,PayPal,0,1,Fall,Occasionally,8,245.75,68,Clothing_Shoes_White,Clothing_Shoes_S,Clothing_Shoes_New York,61.16,Alta,Moderada
Shoes,Footwear,Red,Texas,M,Female,Standard,Credit Card,1,0,Winter,Occasionally,9,173.35,61,Footwear_Shoes_Red,Footwear_Shoes_M,Footwear_Shoes_Texas,21.54,Não-Alta,Baixa
Jeans,Accessories,White,Florida,S,Female,Standard,PayPal,1,1,Summer,Weekly,5,230.07,49,Accessories_Jeans_White,Accessories_Jeans_S,Accessories_Jeans_Florida,63.19,Alta,Moderada
Shoes,Footwear,Green,Texas,M,Female,Standard,Credit Card,1,0,Winter,Occasionally,7,289.63,67,Footwear_Shoes_Green,Footwear_Shoes_M,Footwear_Shoes_Texas,44.11,Não-Alta,Baixa
T-shirt,Outerwear,Black,Florida,M,Female,Standard,PayPal,1,1,Summer,Monthly,8,223.44,34,Outerwear_T-shirt_Black,Outerwear_T-shirt_M,Outerwear_T-shirt_Florida,75.45,Alta,Alta probabilidade
Jacket,Accessories,Green,California,S,Female,Standard,Credit Card,1,0,Fall,Occasionally,9,213.27,52,Accessories_Jacket_Green,Accessories_Jacket_S,Accessories_Jacket_California,64.65,Alta,Moderada
Shoes,Clothing,Yellow,California,XL,Male,Standard,PayPal,1,0,Winter,Occasionally,3,369.03,18,Clothing_Shoes_Yellow,Clothing_Shoes_XL,Clothing_Shoes_California,88.69,Alta,Alta probabilidade
Shoes,Accessories,Green,Nevada,XL,Male,Express,Credit Card,0,1,Winter,Weekly,0,346.08,46,Accessories_Shoes_Green,Accessories_Shoes_XL,Accessories_Shoes_Nevada,79.51,Alta,Alta probabilidade
Jeans,Clothing,Yellow,New York,L,Female,Standard,Debit Card,1,1,Summer,Occasionally,7,418.3,68,Clothing_Jeans_Yellow,Clothing_Jeans_L,Clothing_Jeans_New York,85.29,Alta,Alta probabilidade
Jeans,Accessories,White,Nevada,M,Male,Standard,Credit Card,1,1,Summer,Weekly,1,132.48,21,Accessories_Jeans_White,Accessories_Jeans_M,Accessories_Jeans_Nevada,54.15,Alta,Moderada
T-shirt,Accessories,Black,Florida,L,Female,Standard,Credit Card,0,1,Spring,Weekly,0,308.67,40,Accessories_T-shirt_Black,Accessories_T-shirt_L,Accessories_T-shirt_Florida,89.14,Alta,Alta probabilidade
Jacket,Accessories,White,Nevada,L,Female,Standard,Credit Card,0,1,Summer,Monthly,6,296.75,45,Accessories_Jacket_White,Accessories_Jacket_L,Accessories_Jacket_Nevada,79.13,Alta,Alta probabilidade
Jeans,Outerwear,Blue,Texas,S,Female,Express,PayPal,1,0,Summer,Monthly,9,191.17,33,Outerwear_Jeans_Blue,Outerwear_Jeans_S,Outerwear_Jeans_Texas,60.78,Alta,Moderada
Shoes,Outerwear,White,Florida,S,Female,Express,PayPal,0,1,Spring,Monthly,8,248.17,29,Outerwear_Shoes_White,Outerwear_Shoes_S,Outerwear_Shoes_Florida,73.66,Alta,Alta probabilidade
Jacket,Footwear,Yellow,California,S,Male,Standard,PayPal,1,0,Summer,Monthly,8,163.75,38,Footwear_Jacket_Yellow,Footwear_Jacket_S,Footwear_Jacket_California,76.7,Alta,Alta probabilidade
Jacket,Footwear,White,New York,M,Female,Express,Debit Card,1,0,Summer,Weekly,2,79.5,62,Footwear_Jacket_White,Footwear_Jacket_M,Footwear_Jacket_New York,44.46,Não-Alta,Baixa
Shoes,Clothing,White,Florida,S,Male,Express,Debit Card,0,0,Spring,Occasionally,5,114.76,34,Clothing_Shoes_White,Clothing_Shoes_S,Clothing_Shoes_Florida,54.48,Alta,Moderada
Jeans,Outerwear,Black,Florida,S,Female,Express,Credit Card,1,0,Fall,Monthly,6,61.7,57,Outerwear_Jeans_Black,Outerwear_Jeans_S,Outerwear_Jeans_Florida,46.45,Não-Alta,Baixa
Shoes,Clothing,White,Texas,M,Female,Express,Debit Card,1,0,Fall,Monthly,9,344.7,30,Clothing_Shoes_White,Clothing_Shoes_M,Clothing_Shoes_Texas,75.26,Alta,Alta probabilidade
Jacket,Footwear,Black,New York,M,Female,Express,Credit Card,0,1,Summer,Monthly,8,333.76,69,Footwear_Jacket_Black,Footwear_Jacket_M,Footwear_Jacket_New York,81.63,Alta,Alta probabilidade
Dress,Clothing,Red,California,XL,Male,Express,Credit Card,0,1,Summer,Occasionally,1,475.8,49,Clothing_Dress_Red,Clothing_Dress_XL,Clothing_Dress_California,96.37,Alta,Alta probabilidade
Dress,Footwear,Blue,Florida,S,Female,Standard,Credit Card,0,0,Spring,Monthly,7,367.54,54,Footwear_Dress_Blue,Footwear_Dress_S,Footwear_Dress_Florida,84.18,Alta,Alta probabilidade
T-shirt,Outerwear,Black,Florida,S,Female,Standard,Debit Card,0,0,Spring,Occasionally,6,35.5,67,Outerwear_T-shirt_Black,Outerwear_T-shirt_S,Outerwear_T-shirt_Florida,64.01,Alta,Moderada
Shoes,Accessories,Yellow,Texas,S,Female,Standard,PayPal,1,1,Fall,Weekly,3,443.28,32,Accessories_Shoes_Yellow,Accessories_Shoes_S,Accessories_Shoes_Texas,93.04,Alta,Alta probabilidade
Shoes,Outerwear,Red,Nevada,XL,Male,Standard,Debit Card,0,1,Winter,Weekly,1,432.71,29,Outerwear_Shoes_Red,Outerwear_Shoes_XL,Outerwear_Shoes_Nevada,88.77,Alta,Alta probabilidade
T-shirt,Clothing,Black,California,S,Male,Standard,Credit Card,0,0,Summer,Weekly,7,227.23,66,Clothing_T-shirt_Black,Clothing_T-shirt_S,Clothing_T-shirt_California,79.74,Alta,Alta probabilidade
T-shirt,Clothing,Black,New York,XL,Male,Express,Credit Card,0,1,Winter,Occasionally,4,297.07,32,Clothing_T-shirt_Black,Clothing_T-shirt_XL,Clothing_T-shirt_New York,92.16,Alta,Alta probabilidade
T-shirt,Outerwear,Blue,Florida,L,Female,Standard,Debit Card,0,1,Winter,Monthly,5,488.28,51,Outerwear_T-shirt_Blue,Outerwear_T-shirt_L,Outerwear_T-shirt_Florida,90.01,Alta,Alta probabilidade
Jacket,Outerwear,Yellow,Florida,XL,Male,Standard,Credit Card,0,1,Spring,Monthly,6,270.83,23,Outerwear_Jacket_Yellow,Outerwear_Jacket_XL,Outerwear_Jacket_Florida,93.4,Alta,Alta probabilidade
Shoes,Footwear,Green,California,L,Female,Express,Credit Card,1,0,Summer,Monthly,9,453.61,34,Footwear_Shoes_Green,Footwear_Shoes_L,Footwear_Shoes_California,80.63,Alta,Alta probabilidade
